"Sõne","keel","Hääldus"
"Šamir","","+"
"Samir","",""
"Samitamise","",""
"Samizdat","","Sam'izdat"
"Samm-sammult","",""
"Sammeth","",""
"Sämmi-nimeline","",""
"Sammy","","Sämmi"
"Samo","",""
"Samoa","","+"
"Samohhin","",""
"Samohvalov","","Samo'hvalov"
"Samoilov","",""
"Samora","",""
"samosa'sid","",""
"Samošenko","","Samo'šenko"
"Sampaoli","",""
"Sampat","",""
"Sampermans","",""
"Sampiero","",""
"Sampo","","+"
"Šampoonitasin","",""
"Sampras","","+"
"Sampson","","+"
"Sampsoni-sugune","",""
"Sampsoni-suguse","",""
"Samsa","",""
"Šamšadinis","",""
"Samsara","","Sam'sara"
"Samsataigna","",""
"Samson","",""
"Samsonov","","Sam'sonov"
"Samsponiga","",""
"Samsung","","+"
"Samsuni","",""
"Samsø","",""
"Samuel","","+"
"Samueli-sarnastel","",""
"Samuels","","+"
"Samuelson","","+"
"Samuelsson","",""
"Samuli","","+"
"Samuraimõõk","",""
"Samusenko","",""
"Samuši","",""
"Samutsevitš","",""
"Samwell","",""
"Samyga","",""
"San","","+"
"San'a","",""
"Sanabises","",""
"Sanag","",""
"Sanbar","",""
"Sanborn","",""
"SANCCOBi","",""
"Sancerre'i","",""
"Sancerre'ist","",""
"Sanchez","","Santšes"
"Sancho","","Santšo"
"Sancious","",""
"SanCorp","","San korp"
"Sanctae","",""
"Sancte","",""
"Sancti","",""
"sanctorum'is","",""
"Sanctum","","+"
"Sanctus","",""
"Sanda","",""
"Sandakani","",""
"Sandbach","","Sandbah"
"Sandbag","","sänd'bäg"
"Sandberg","","+"
"Sandbrook","","Sändbruk"
"Sandé","",""
"Sandee","",""
"Sandefjordis","",""
"Sandell","",""
"Sander","","+"
"Sander-Eero","",""
"Sanders","","+"
"Sanderson","","+"
"Sandford","","Sänd'food"
"Sandhal","",""
"Sandhamni","",""
"Sandhednudk-l","",""
"Sandhill","","Sänd'hill"
"Sandhurst","","Sänd'hööst"
"Sandie","",""
"Sandinistide","",""
"Sandinit","",""
"Sandler","",""
"Sandling","",""
"Sandman","",""
"Sandnesist","",""
"Sandomierzis","",""
"Sandongis","",""
"Sandor","","+"
"Sandoval","",""
"Sandown","",""
"Sandra","","+"
"Sandrakiküpress","",""
"Sandrine","",""
"Sandringham","","Sändringäm"
"Sandrini","",""
"Sandro","",""
"Sands","","Sänds"
"Sandsted","",""
"Sandstig","",""
"Sandstrod","",""
"Sandström","",""
"Sandurstis","",""
"Sandvikenist","",""
"Sandwell","",""
"Sandy","","Sändi"
"Sanford","",""
"Sang-wooga","",""
"Sangatte'i","",""
"Sangelaid","",""
"Sangelaiul","",""
"Sangers","",""
"Šanghai","","+"
"Sangi","",""
"Šangin","",""
"Sangiovese","",""
"Sangkat","",""
"sangoma'd","",""
"sangoma'l","",""
"Sangria","","+"
"Sanguidox","","Sangui'doks"
"Sanhurstis","",""
"Sanicola","",""
"Saniki","",""
"Sanikiluaq","",""
"Sanitaar","",""
"Sanitarineiud","",""
"Sanja","",""
"Sanjake","",""
"Sanjay","",""
"SANJEEV","",""
"Sanjer","",""
"Sanjok","",""
"Šankara","",""
"Sankarilt","",""
"Sankeneshi","",""
"Sankino","","+"
"Sankt","","+"
"Sankt-Peterburg","","+"
"Sankyo","",""
"Sannaga","",""
"Sannat","",""
"Sanne","",""
"SANNIKAU","",""
"Sannikov","","+"
"Sanningnuse","",""
"Sano","",""
"Sanomat","","Sanomad"
"Sanõtš","",""
"Sanriku","",""
"Sansa","",""
"Sanseverinod","",""
"Sanshu","",""
"Sansibar","","+"
"Sansome","",""
"Sanson","",""
"Sanssouci","","sans'sussii"
"Sant'","",""
"Sant'Agata","",""
"Sant'Alessiot","",""
"Sant'Antioco","",""
"Santa","","+"
"Santakos","",""
"Santamerast","",""
"Santana","","San'tana"
"Santander","",""
"Santanderi","",""
"Santarosa","",""
"Santayana","",""
"Santé","",""
"Santehnika","",""
"Santeria't","",""
"Santeria-pärimusega","",""
"Santiago","","Santi'ago"
"Santini","",""
"Santo","","+"
"Santorini","","+"
"Santorio","","San'torio"
"Santos","","Santus"
"Santtu","",""
"Santuzza","",""
"Sanz","",""
"SAO-sse","",""
"Saone","","Soon"
"Sapelle'i","",""
"Saperavi","",""
"Saphra","",""
"Sapiens","","+"
"sapiens'i","",""
"Sapiniere","","Sapinieer"
"Sapir-Whorfi","",""
"Šapiro","","Ša'piro"
"Sapokka","",""
"Saponite","",""
"Sapparai","",""
"Sappho","",""
"Sappipõiehädata","",""
"Sapporo","","+"
"Šapura","",""
"Sar","",""
"Sara-Jessicat","",""
"Sära-sära","",""
"Saraatov","","+"
"Saraband","",""
"Sarabanitäis","",""
"Saracen","",""
"Šaradze","",""
"Saraghina","",""
"Sarah","","Saara"
"Sarah-Jessica","",""
"Sarah-Leanne","",""
"Sarajevo","","+"
"Šaran","",""
"Sarandon","",""
"Sarantseva","","Sa'rantseva"
"Šarapova","","Ša'rapova"
"Šarasega","",""
"Šaraška","",""
"Sarasota","",""
"Sarat","",""
"Saratoga","","Sara'toga"
"Saratov","","Saraatov"
"Sarawak","",""
"Sarazin","",""
"Sardet","","Sardee"
"Sardiinia","","+"
"Sardou","",""
"Sareika","",""
"Sargasso","","Sar'gasso"
"Sargent","",""
"Sargentiga","",""
"Saricullu","",""
"Sarie","",""
"Sarifan","",""
"Sarig","",""
"Sarihodzic","",""
"Šarik","","+"
"SARIUSZ-SKAPSKA","",""
"Sarki","",""
"Sarkiesidelt","",""
"Sarkisjan","","Sarkis'jan"
"Sarko","",""
"Sarkoidoos","","+"
"Sarkomuda","",""
"Sarközi","",""
"Sarkozy","","Sarkozii"
"Sarnet","",""
"Sarnia","",""
"Sarno","",""
"Šarõmova","",""
"Saroon","",""
"Saroopanand","",""
"Saroot","",""
"Sarout","",""
"Šarov","",""
"Saroyan","","+"
"Sarparanta","",""
"Sarpsborg","","+"
"Sarratt","",""
"Sarri","",""
"SARS","",""
"SARS-i","",""
"Sarsaparilli","",""
"Sarthe'i","",""
"Sarti","",""
"Sartip","",""
"Sartõm","",""
"Sartori","",""
"Sartre","","Saartr"
"Saru","",""
"Sarumi","",""
"Šarunas","",""
"Sarwo","",""
"SAS","",""
"SAS-i","",""
"SAS-lane","",""
"Saša","","Saaša"
"Sašake","",""
"Sasaki","",""
"Sasardi","",""
"Sascha","",""
"Sašenka","",""
"Sašenko","",""
"Sash","",""
"Sasha","",""
"Sashi","",""
"Sashimi","","Sa'šimi"
"sashimi'na","",""
"Sasja","",""
"Saška","",""
"Šaškašvili","",""
"Saskatchewani","",""
"Saskia","","+"
"Saško","",""
"Sasquatch","",""
"Sass","",""
"Sassaniidid","",""
"Sassersson","",""
"Sasseville","",""
"Sassnitz/Mukranis","",""
"Sasso","",""
"SAT-testiks","",""
"SAT-testis","",""
"sat-TV","",""
"Satama","","Sadama"
"Satanta","",""
"Satarbi","",""
"Satay-kaste","",""
"Satchelisse","",""
"Satellite","",""
"Satemalle","",""
"Sather","",""
"Satie","",""
"Satinsky","",""
"Satisfaction","","sätis'fäkšn"
"Šatmanov","",""
"Satnam","",""
"Šatoi","",""
"SATONAKA","",""
"Satoshi","",""
"Satost","",""
"Satoyama","","Sato'jama"
"Sattar","",""
"SATTAROV","",""
"Satterfield","",""
"Satterthwaite","","Satter'tvait"
"Sattler","",""
"Satumaad","",""
"Satur","",""
"Saturatsioonsukeldumine","",""
"Saturday","","sätödi"
"Saturn","","Sa'turn"
"Saturni-jäätis","",""
"Satya","",""
"Satyricon","",""
"Saudi-Araabia","",""
"Saudi-Jeemeni","",""
"Saue-Keila","",""
"Sauer","",""
"Sauer-orel","",""
"Sauf","",""
"Sauga","",""
"Sauka","",""
"Saul","et","+"
"Saul","en","Sool"
"Saulus","","+"
"Saumur","",""
"Saunders","","Soonders"
"Saunderson","","Soonderson"
"Saundry","","Soondri"
"Sauraga","",""
"Sauropoodid","",""
"Sauternes","",""
"Sautoy","",""
"Sauvie","",""
"Sauvignon","","sovinj'oon"
"Sava","",""
"Savage","",""
"Savalan","",""
"Savalas","",""
"Savane","",""
"Savanna","",""
"Savannah","",""
"Savaranov","","Sava'ranov"
"Save","",""
"Saveli","","Sa'veli"
"Savernake","","Saverneik"
"Savers","",""
"Savey","",""
"Savidenti","",""
"Saville","","Savill"
"Savins","",""
"Savitootsi","",""
"Savitski","","Sa'vitski"
"Šavkat","",""
"Savoia","",""
"Savoiardi","",""
"Savoie","",""
"Savoie'","",""
"Savolainen","","+"
"Savonarola","",""
"Savonlinna","","+"
"Savory","",""
"Savoy","","+"
"Savr","",""
"SAVRANSKAJA","",""
"Savrine","",""
"Savtšenko","",""
"Savu","",""
"Savuškina","","+"
"Savva","",""
"Savvati","","+"
"Savvuškale","",""
"Sawallisch","",""
"Sawamura","",""
"Sawbrookile","",""
"Sawicki","",""
"Sawle","","Sooli"
"Sawpna","",""
"Sawsani","",""
"Sawyer","","Soier"
"Saxby","","Säksbi"
"Saxby-Bridgesi","",""
"Saxbylgi","",""
"Saxon-les-Bains","",""
"Saxoni","",""
"Say","",""
"say'ks","",""
"Sayamaga","",""
"Saybrooki","",""
"Saydas","",""
"Sayedi","",""
"Sayeh","",""
"Sayer","",""
"Sayers","",""
"Sayialel","",""
"Sayonara","","Sajo'nara"
"Sayonee","",""
"Sayvon","",""
"Sayyaf","",""
"Sayyid","",""
"saz'i","",""
"Saze'i","",""
"Sazonov","",""
"Scabius","","+"
"Scabius","",""
"SCAF-i","",""
"Scafelli","",""
"Scala","","Skala"
"Scalcione","",""
"Scalercio","",""
"Scalettari","",""
"Scalextricu","",""
"Scalise","",""
"Scallion","",""
"Scally","",""
"Scamp","","Skämp"
"Scampy","","Skämpi"
"Scania","","Skaania"
"Scanias","",""
"Scanion","",""
"Scanlon","",""
"Scanpix","","Skänpiks"
"Scapin","","Skapään"
"Scarabeusz","",""
"Scaramella","",""
"Scaramouche","","Skara'mušš"
"Scarbo","",""
"Scarboros","",""
"Scarborough","","Skaarboro"
"Scardsdale'i","",""
"Scared","",""
"Scarfe","","Skaaf"
"Scargill","",""
"Scari","",""
"Scarlat","",""
"Scarlatti","","+"
"Scarlet","","Skarlet"
"Scarletti","",""
"Scarman","",""
"Scarpa","",""
"Scarpia","","+"
"Scarpino","",""
"Scarsdale","",""
"Scarshole","",""
"SCART-kaabli","",""
"Scart-pistik","",""
"Scartropi","",""
"Scary","","skeari"
"SCATS-i","",""
"Scavo","",""
"Scavomis","",""
"Scawsbys","",""
"Scene","",""
"Scenes","",""
"Sceptre","",""
"Schabe","",""
"Schabowski","",""
"Schacht","","Šaht"
"Schack","","šäkk"
"Schaddad","",""
"Schadt","",""
"Schaefer","",""
"Schaefferit","",""
"Schalbenwinkel","",""
"SCHALDEMOSE","",""
"Schaldemosega","",""
"Schalk","",""
"Schalkesse","",""
"Schamp","",""
"Schandorff","","Šandorff"
"Schantzenstrasse","","Šantsen'strasse"
"Scharführer","","Šaarfüürer"
"Scharlottenburg","","Šar'lotten'burg"
"Schäuble","",""
"Schaumburg","","Šaumburg"
"Schaumburg-Lippe","","Šaumburg Lippe"
"Schaunard","",""
"Scheele","","Šiil"
"Scheer","","Šeer"
"Scheeren","",""
"Scheff","","Šeff"
"Scheffler","","Šeffler"
"Scheidl","",""
"Scheiss","",""
"Schell","",""
"Schellenberg","","Šellenberg"
"Schellingiga","",""
"Schelomo","",""
"Schenectadys","",""
"Schengen","","Šengen"
"Schenk","",""
"Schentz","",""
"Schermaniga","",""
"Scherzetto","",""
"Scherzo","","Skertso"
"Schettler","",""
"Schettleri-suguseid","",""
"Scheurebe","",""
"Scheyer","","Šeier"
"Schicchi","","Šikki"
"Schickel","","Šikel"
"Schicklegruberile","",""
"Schicklgruber","",""
"Schihalejeviga","",""
"Schilde","",""
"Schiller","","Šiller"
"Schiltz","",""
"Schindler","","Šindler"
"Schipholis","",""
"Schlachoveri","",""
"Schlag","",""
"Schlammingeri","",""
"Schlampe","","Šlampe"
"Schlegel","","Šlegel"
"Schlemiel","",""
"Schlesinger","","Šlesinger"
"Schleswig","","Šleesvih"
"SchleswigHolstein-Sonderburg","",""
"Schlieffeni","",""
"Schliemann","","Šliiman"
"Schliereni","",""
"Schlierenzauner","",""
"Schlippenbachi","",""
"Schlizewski","",""
"Schlo","",""
"Schlödenburg","",""
"Schlöndorff","",""
"Schloss","","Šloss"
"Schlosser","","Šlosser"
"Schlottau","",""
"Schluger","","Šluger"
"Schlumberger","","Šlum'berger"
"Schlunegger","",""
"Schmeck","","Šmekk"
"Schmehauseni","",""
"Schmeikel","",""
"Schmeisser","","Šmeisser"
"Schmid","",""
"Schmidt","","Šmitt"
"Schmidty","","Šmiti"
"Schmiedtke","",""
"Schmiess","",""
"Schmitt","",""
"Schmitti","",""
"Schmucke","",""
"Schmuilowsky","","Šmui'lovski"
"Schmundt","",""
"Schmuul","",""
"Schnabel","","Šnabel"
"Schneider","","Šnaider"
"Schnelker","","Šnelker"
"Schnell","","šnell"
"Schnitt","",""
"Schnittassistenz","",""
"Schnittke","",""
"Schnitz","",""
"Schnitzleri","",""
"Schnorrer","",""
"Schoelleri","",""
"Schoemaniga","",""
"Schoenheimi","",""
"Schofield","",""
"Schofiled","",""
"Schola","",""
"Scholarest","",""
"Scholem","",""
"Scholes","",""
"Scholey","",""
"Scholl","","Šoll"
"Scholtz","","Šolts"
"Schomburg","","Šomburg"
"Schön","","Šöön"
"Schönberg","","Šöönberg"
"Schönenburg","",""
"Schönhauser","","Šöönhauser"
"Schönriedi","",""
"School","","skuul"
"Schoolly","",""
"Schoonhoven","",""
"Schopenhauer","","Šopenauer"
"Schopis","",""
"Schore","",""
"Schorlemmer","",""
"Schörneri","",""
"Schoryt","",""
"Schott","","Šott"
"Schrafftis","",""
"Schramas","",""
"Schramm","","Šramm"
"Schranke","",""
"Schratt","","Šratt"
"Schreiber","",""
"Schröder","","Šröder"
"Schrödinger","","Šröödinger"
"Schroeder","","Šröder"
"Schrute","",""
"Schubert","","Šuubert"
"Schuff","",""
"Schuld","",""
"Schulek","",""
"Schuler","","Šuuler"
"Schulger","",""
"Schultz","","Šults"
"Schulz","","Šults"
"Schulze","","Šulze"
"Schumacher","","Šumaher"
"Schumaker","",""
"Schuman","",""
"Schumann","","Šuumann"
"Schumann/F","",""
"Schumanni-sugused","",""
"Schutter","","Šutter"
"Schutzmann","","Šuts'mann"
"Schuuri","",""
"Schuuuster-jungesse","",""
"Schuyler","","Šuiler"
"Schwab","","Švab"
"Schwalbe","","Švalbe"
"Schwalpe","","Švalpe"
"Schwarcz","",""
"Schwark","","Švark"
"Schwartz","","Švarts"
"Schwarz","","Švarts"
"Schwarzenegg","",""
"Schwarzenegger","","Švartse'neger"
"Schwarzkopf","","Švarts'kopf"
"Schwarzwald","","Švarts'vald"
"Schwed","","Šveed"
"Schwein","","Švain"
"Schweitzer","","Švaitser"
"Schwerin","","Šveriin"
"Schwimmer","","Švimmer"
"Schwine","","Švain"
"Schwinn","","Švinn"
"Schwitters","","Švitters"
"Schwyz","","Šviits"
"Schyler","","Šailer"
"Sciamma","",""
"Scian","",""
"Sciarrinoga","",""
"SCID-iga","",""
"Science","","Saiens"
"Science'i","",""
"Sciencesist","",""
"Scientist","","saien'tist"
"Scilla","",""
"Scinteia","",""
"Scipps","",""
"Sclerosis","",""
"SCMi","",""
"Scobie","",""
"Scoffield","",""
"Scofidio","",""
"Scofield","",""
"Scoglio","",""
"Scolari","","Skolari"
"Scolesie","",""
"Scooby","","Skubi"
"Scooby-doo","","Skubi Duu"
"Scoobydoobydoo","","skubidubiduu"
"Scooter","","Skuuter"
"Scopus","",""
"Scoresbysundis","",""
"Scorpions","",""
"Scorsese","","Skorseese"
"Scorzone","",""
"Scot","",""
"Scotch","","skotš"
"Scotcher","","Skotšer"
"Scotchy","",""
"Scother","",""
"Scoti","",""
"Scotia","","Skouša"
"Scotland","","Skotland"
"Scots","",""
"Scotsman","",""
"Scott","","Skott"
"Scott-Farber","",""
"Scottie","","Skoti"
"Scottish","","Skotiš"
"Scotty","","Skoti"
"Scoular","",""
"Scout","","skaut"
"Scouts","","skauts"
"Scoutspataljon","","skautspataljon"
"SCPRI","",""
"Scrabble","","Skräbl"
"Scrambleri","",""
"Scrappsi","",""
"Scratching","",""
"Scream","","skriim"
"Screaming","",""
"Screen","","skriin"
"Screwhole","","skruuhõul"
"Scribbage","","Skribidž"
"Scribner'sile","",""
"Scrippi","",""
"Scripps","",""
"Scrippsy","",""
"Script","","+"
"Scriwaneck","",""
"Scrooge","","skruudž"
"Scroop","","Skruup"
"Scrubbsist","",""
"Scrubsis","",""
"Scruffy","","Skraffi"
"Scrunsi","",""
"Scudamore","",""
"Scuderia","",""
"Sculley","","Skalli"
"Scully","","Skalli"
"Scunthorpe","","Skun'torp"
"Scuso","",""
"Scutaru","",""
"Scuttle'i","",""
"SD","",""
"SD-","",""
"SD-aparaadis","",""
"SD-kaamera","",""
"SD-lane","",""
"SD-last","",""
"SD-ohvitseride","",""
"SD-ohvitseriga","",""
"SD-ohvitserina","",""
"SD-sisepostiga","",""
"SD-sõbrad","",""
"SD-tõendi","",""
"SD-ülema","",""
"Sderoti","",""
"SDI","",""
"SDP-d","",""
"SDV","",""
"SDV-s","",""
"Se","",""
"SE1","",""
"SE16","",""
"SE4","",""
"Sea-Dweller","",""
"sea-Luke'iga","",""
"Seabreeze","",""
"Seacole","",""
"Seagal","","Siigal"
"Seagardi","",""
"Seago","",""
"Seagram","",""
"Seagrove","",""
"Seagulls","",""
"Seal-seal","",""
"Seale'i","",""
"Seals","",""
"Seamanist","",""
"Sean","en","Šoon"
"Sean-Michel","",""
"Seaquariumisse","",""
"Seaquariumist","",""
"Search","","söötš"
"Searchers","","Söötšers"
"Searle","",""
"Sears","","Seös"
"Seasons","","siisons"
"Seaton","",""
"Seattle","","Si'ätl"
"Seaview","","Sii'vjuu"
"Seawaysi","",""
"SeaWorld","","siivööld"
"Seaworth","",""
"Seb","",""
"SEB-i","",""
"Sebalter","",""
"Sebaot","",""
"Sebarog","",""
"Sebastian","","+"
"Sebastiano","","+"
"Sebastiao","",""
"Sébastien","",""
"Sebastopolises","",""
"Sebedeus","","+"
"Sebeli","",""
"Seber","",""
"Sebeži","",""
"Sebring","",""
"Sebso","",""
"SEC-le","",""
"Secada","",""
"Sechardi","",""
"Sechs","",""
"Secker","",""
"Seconali","",""
"Second","",""
"Secret","","sikrit"
"Secrets","","sikrits"
"Securitate","","+"
"Security","","sekjuuriti"
"SECUTAS","",""
"SECUTAS-e","",""
"seda'nd","",""
"Sedaan","",""
"Sedamili","",""
"Sedan'd","",""
"Sédar","",""
"Sedat","",""
"sedaVilmat","",""
"Sedbusk","",""
"Seddon","",""
"Sederholm","","+"
"Sedgefield","",""
"Sedgewick","","Sedžvik"
"Sedgwick","",""
"Sedighe","",""
"Sediqi","",""
"Sedman","",""
"Sednajas","",""
"Sedoist","",""
"Sedonasse","",""
"Sedov","","Se'dov"
"Sedrickile","",""
"Šedrinil","",""
"see'nd","",""
"see'p","",""
"see's","",""
"See-eest","",""
"See-ja-see","",""
"Seeba","","+"
"Seebeck","",""
"Seeberg","",""
"Seebergerid","",""
"Seedcamp","","Siid'kämp"
"Seederi","",""
"Seedetraktipuhastus","",""
"Seedor","","+"
"Seeds","","siids"
"Seeland","",""
"Seeney","",""
"Seeniorlaul","",""
"Seeniorlaulu","",""
"Seeru","",""
"seerum-HCG","",""
"Seevald","","+"
"Seferi","",""
"Sefika","",""
"Šefner","",""
"Sefton","","+"
"Sega-","",""
"Segadust-lärmi","",""
"Segall","",""
"Segasevõitu","",""
"Segemölla","",""
"Seger","","+"
"Segermani","",""
"Seghersi","",""
"Segini","",""
"Ségoust","",""
"Segredo","",""
"Segrun","",""
"Šeherezade","",""
"Sehr","","seer"
"Sehrke","",""
"Šehvid","",""
"Seibt","",""
"seida'delt","",""
"Seidelberg","",""
"Seidi","",""
"Seidli","",""
"Seifert","",""
"Seighin","",""
"Seija","",""
"Seiji","","Seidži"
"Seiko","",""
"Seilenthal","","Seilental"
"Seina-","",""
"Seinäjoe","","+"
"Seinäjoki","","Seinäjogi"
"Seine","","Sään"
"Seine-et-Oise'i","",""
"Seinfeld","",""
"Seipelt","",""
"Seišelle","",""
"Seišellid","","Sei'šellid"
"Seismisalused","",""
"Seisundiraport","",""
"Seitse-kaheksa","",""
"Seitse-Ühe-Hoobiga","",""
"Seitse-üks","",""
"Seitsme-korruseline","",""
"Seitsminna","","+"
"Seitz","",""
"Sejerø","",""
"Sejko","",""
"Sejongi","",""
"Séjourné","",""
"Sejr","",""
"Sejrø","",""
"Sejrøga","",""
"Sejrøl","",""
"SEK","",""
"Sekhmet","",""
"SEKIZAWAGA","",""
"Sekizuka","",""
"Seko","",""
"Sekoa","",""
"Sekou","",""
"Seksi-Hitler","",""
"Seksistlik","",""
"Seksitoniga","",""
"Seksuaalsuse-teemaline","",""
"Sekt-ja-Suhkur","",""
"SEKTIJUHT","",""
"Sekventser","",""
"Sela","",""
"Selassie","","+"
"Selazapamist","",""
"Selby","","Selbi"
"Selden","",""
"Seldingeri","",""
"Seldorf","",""
"Select","",""
"SelectOil","",""
"Seleena","",""
"Seleka","",""
"Seleukiidid","",""
"Seleznjov","","Selez'njov"
"self-service'iks","",""
"Selfridge","","Selfridž"
"Selgeltnagija","",""
"Selgituskirjast","",""
"Selgituskohtumine","",""
"Selhoztehnika","","Sel'hoz'tehnika"
"Seli","",""
"SELIG","",""
"Seliger","","Seli'ger"
"Seligman","",""
"Seligmani","",""
"Selina","","+"
"Seling","",""
"Selingal","",""
"Selivanov","","Seli'vanov"
"Selivanovski","","Seli'vanovski"
"Seljord","",""
"Selkirikist","",""
"Selkirk","","Selköök"
"Sellafield","","Sellafiild"
"Sellars","",""
"Selle-eest","",""
"Selleck","",""
"sellel'","",""
"Selleltsamalt","",""
"Sellepärastt","",""
"Sellersil","",""
"Sellessamas","",""
"Sellessesamasse","",""
"Sellestsamast","",""
"Sellia","",""
"Sellicki","",""
"Sellorsi","",""
"Sellouts","",""
"Sellpärast","",""
"Selma","","+"
"Selmy","",""
"Selo","ru","Seloo"
"Selo","",""
"Selopin","",""
"Selsamal","",""
"Selsey","","Selsi"
"Selsinatsel","",""
"Seltskonntantsud","",""
"Seltzeri","",""
"selvatico't","",""
"Selver","","+"
"Selveri-ketiga","",""
"Selway","","Selvei"
"Selwood","","Selvud"
"Selwyn","",""
"Selznick","",""
"Sema","",""
"Semagin","","Se'magin"
"Šemahha","",""
"Sembakounya","",""
"Semenkov","",""
"Semerikov","",""
"Semih","",""
"Seminoff","",""
"Semipalatinsk","","Semipala'tinsk"
"Semitšastnõi","",""
"Semjon","","Sem'jon"
"Semjonõtš","",""
"Semjonov","","Sem'jonov"
"Semjonovitš","","Sem'jonovitš"
"Semjonovski","","Sem'jonovsk"
"Semler","",""
"Semo","",""
"Semper","","+"
"Semperoper","",""
"Semphill","","+"
"Semple","",""
"Semtech","",""
"Semtex","","+"
"SEN","",""
"SENA","",""
"Senac","",""
"Senaki","",""
"Senatikampaania","",""
"SEND","",""
"Sendai","","+"
"Sendak","",""
"Seneca","","+"
"Senegal","","+"
"SENER","",""
"Senesino","",""
"Seng","",""
"Sengar","",""
"Šengeli","",""
"Senger","",""
"Senghori","",""
"Sengstakeni","",""
"Seniks-kuniks","",""
"senilis'e","",""
"Seniors","",""
"Senka","",""
"Senkenesh","",""
"Senkevica","",""
"SENKO","",""
"Sennajal","",""
"Sennie","","Senni"
"Senor","","senjoor"
"Senorina","","senjoriina"
"Sensation","","sen'seišn"
"Sensei","","sen'sei"
"Senses-kett","",""
"Sensory","",""
"Sentjabr","",""
"Sentry","",""
"Seölgus","",""
"Seong-gu","",""
"Seong-ho","",""
"SEONG-MIN","",""
"Seonpapa","",""
"Seoul","","Sö'ul"
"Sepak","",""
"Separmurat","",""
"Šepelnikovo","",""
"Sephora","",""
"Šepilov","",""
"Seppälä","","+"
"Seppen","",""
"Seppia","",""
"Seppo","","+"
"Sept","",""
"Septaaldefekti","",""
"Septaalne","",""
"Septem","",""
"Septembre","",""
"Septitseemia","",""
"Šeptunova","","Šeptu'nova"
"Sequoia","",""
"Ser","",""
"Sera","","Sera"
"Serafim","","Sera'fim"
"Serageldin","",""
"Serah","",""
"Serapis","",""
"Serban","",""
"Serbanescu","",""
"Serbani","",""
"Šerbatov","","Šer'batov"
"Šerbett","","+"
"Šerbettsidrunid","",""
"Serbia","","+"
"SERBIA-KOSOVO","",""
"Serbia-Leedu","",""
"Serbia-Montenegro","",""
"Serebrjakov","","Sere'brjakov"
"Šeremetjev","","Šere'metjev"
"Šeremetjevka","","Šere'metjevka"
"Šeremetjevo","","Šere'metjevo"
"Seren","",""
"Serena","","+"
"Serengeti","","+"
"Serenissima","",""
"Serge","","Saarž"
"Sergeant","","Saažent"
"Sergei","","Ser'gei"
"Sergej","",""
"Sergejev","","Ser'gejev"
"Sergejevitš","","Ser'gejevitš"
"Sergejevna","","Ser'gejevna"
"Sergejs","","Seer'geis"
"Sergey","",""
"Sergeyle","",""
"Sergio","","+"
"Sergiu","",""
"Sergiusz","",""
"Sergo","",""
"Sergun","","Ser'gun"
"Sergunka","",""
"Šerhanilt","",""
"Serhati","",""
"Serierre","",""
"Serifani","",""
"Šerifiabi","","+"
"Šerifijaoskond","",""
"Šerifovic","",""
"Serignac","","Serin'jak"
"Serik","",""
"Serious","","siriös"
"Seripos","",""
"Serjoga","","Ser'joga"
"Serjoža","","Serjooža"
"Serjožake","",""
"Serjoženka","",""
"Serjožka","","Ser'jožka"
"Serkan","",""
"Serko","",""
"Serko-poeg","",""
"Serko-pojake","",""
"Serkokene","",""
"Serlindaga","",""
"Sermaine","",""
"Serõi","","Sjerõi"
"Seroqueli","",""
"Seroyan","",""
"Serpellini","",""
"Serpentine'i","",""
"Serpico","",""
"Serra","",""
"Serrano","","+"
"Serrastretta","","+"
"Serrault","",""
"Šerriõhtu","",""
"Sertifitseerimiskeskus","",""
"Sertifitseerimiskomiteele","",""
"Servalan","",""
"Servelaat","",""
"Servia","",""
"Service","","söövis"
"Services","","söövisis"
"Šervinski","","Šer'vinski"
"Sesame","",""
"Sese","",""
"Sestak","",""
"Sestrieres'is","",""
"Sestroretskist","",""
"SET","",""
"SETA","",""
"Setara","",""
"Setehi","",""
"Setekh","",""
"Seth","","Seff"
"Seto","","+"
"Setomaa","","+"
"Seton","","Siiton"
"Setose","",""
